CONTENT|SENTIMENT|RATING|DOMAIN|FONT|CREATE_AT
Adorei, linda, charmosa! Gostei muito do produto! Excelente!|positive|5|Decoração|b2w-reviews|2018-04-25 10:18:44.000000000
É uma série com tema bem atual, com personagens bem construídos e várias situações inesperadas|positive|5|Filmes e Séries|b2w-reviews|2018-01-09 15:59:16.000000000
não lei boleto bancario. As outras possibilidades não foram testados por ficam fora o copo da compra.|negative|2|Informática e Acessórios|b2w-reviews|2018-04-19 13:14:12.000000000
O celular tem uma aparência extremamemte bonita,  apesar de aparentemente frágil. Ele garante tudo que é prometido na descrição do produto: câmera, processador, bateria,  etc.|positive|4|Celulares e Smartphones|b2w-reviews|2018-01-26 20:39:22.000000000
Bom dia eu recomendo este celular muito bom  prazor de entrega otimo|neutral|3|Celulares e Smartphones|b2w-reviews|2018-01-24 06:10:08.000000000
Aparelho muito bom. Tela grande, câmera boa. A unica coisa que eu estou achando ruim é que a bateria descarrega muito rápido. A entrega foi antes do prazo previsto e chegou em perfeito estado.|positive|4|Celulares e Smartphones|b2w-reviews|2018-05-10 20:17:11.000000000
um excelente produto, ótima pegada, leve e super prático.... estou amando meu brinquedinho. chegou antes do prazo combinado, meu parabéns,  recomendo a todos .|positive|5|Esporte e Lazer|b2w-reviews|2018-03-29 09:56:35.000000000
não a duvida quem compra não vai se arrepender exelente aparelho|positive|5|TV e Home Theater|b2w-reviews|2018-05-01 18:48:57.000000000
Excelente produto. Potente e fácil de limpar!     .........................................|positive|5|Eletroportáteis|b2w-reviews|2018-01-11 23:29:58.000000000
amei, muito bom... remove os pêlos muito bem, até os mais curtos|positive|5|Beleza e Perfumaria|b2w-reviews|2018-01-09 10:14:10.000000000
O produto veio com defeito  no áudio. Quando envio mensagem de áudio chega no outro lado baixo, a outra pessoa não escuta.|negative|2|Celulares e Smartphones|b2w-reviews|2018-01-12 06:22:45.000000000
Produtos Kacyumara são excelentes. Este jogo de cama é lindo. Excelente malha e excelente tamanho. (Geralmente os produtos são categoria Queen ou king mas as medida não são idéia para a categoria)  Poderiam oferecer mais  variedades de produtos deta marca. Satisfeita com a entrega|positive|5|Cama, Mesa e Banho|b2w-reviews|2018-03-15 17:17:54.000000000
Na minha visão os pneus Phantom são o melhor custo beneficio do mercado, mesmo sendo um pouco duro eles compensam em viagens, pois mantém o veículo no chão sem gastar muito combustível.|positive|5|Automotivo|b2w-reviews|2018-01-03 08:23:03.000000000
Ainda não usei o produto,  é preciso comprar a mesa estou ansiosa para monta-la, porém chegou antes do prazo previsto e aparentemente tudo em ordem. No momento satisfeita, recomendo.|positive|4|Eletroportáteis|b2w-reviews|2018-01-09 07:13:54.000000000
muito BÃO  :D ...................................................................|positive|5|Esporte e Lazer|b2w-reviews|2018-01-15 06:14:06.000000000
Celular rapido, muito bom para navegar na internet e uma boa memoria e sem contar com a sua bateria,agora a unica coisa que nao gostei foi na entrega,pois tive que ir na cidade busca-lo, pois eu moro em destrito e não sei porque não trouxe-ram em minha casa|positive|4|Celulares e Smartphones|b2w-reviews|2018-05-23 05:18:35.000000000
Comprei o produto, e por duas veze as americanas não teve a competência de garantir a entrega do produto, que era um presente para meu filho. Não posso opinar sobre o produto, mas fiz questão de deixar registrado a falha catastrófica das americanas, que por fim assumiu a incompetência e vai estornar o crédito no cartão.|neutral|3|Informática|b2w-reviews|2018-03-28 16:33:25.000000000
O produto atendeu as minhas necessidades, pois várias teclas de meu Notebook não estavam funcionando corretamente e ele veio me socorrer nessa emergência.|positive|4|Informática e Acessórios|b2w-reviews|2018-04-13 10:39:17.000000000
Eu gostaria de comprar este produto, mas gostaria de saber quais são as dimensões Poderiam me informar se é uma cama tamanho solteiro? pois na foto parece ser uma cama Juvenil?|neutral|3|Móveis|b2w-reviews|2018-01-15 16:15:18.000000000
Muito potente profissional Superou minha espectativas|positive|5|Beleza e Perfumaria|b2w-reviews|2018-03-10 08:22:54.000000000
Até agora atendeu muito bem minhas expectativas, quanto americanas parabéns...sempre pontual na sua entrega, super satisfeita com o produto e os serviços da entrega.|positive|5|Celulares e Smartphones|b2w-reviews|2018-05-29 12:41:30.000000000
Só tem beleza! Travou nos primeiros dias de uso, não obedecia os comandos. É quando tentava abrir a câmera, a tela ficava preta e dizia que já estava sendo usada. Infelizmente não gostei e cancelei a compra. Estou aguardando virem retirar o produto. Espero que resolvam o quanto antes, pois não posso ficar sem celular.|negative|1|Celulares e Smartphones|b2w-reviews|2018-02-04 13:00:18.000000000
Atendeu minhas necessidades. ..  .. . . . . . . . . .. . . . . . ..  . ..|positive|4|Informática e Acessórios|b2w-reviews|2018-04-06 17:00:24.000000000
O copo do liquidificador veio todo quebrado, já solicitei a devoluçao mas até agora nada..|negative|1|Eletroportáteis|b2w-reviews|2018-02-23 19:06:37.000000000
Chegou no tempo e o produto conforme pedi. Dentro dos padrões de venda|positive|4|Informática|b2w-reviews|2018-05-19 14:59:50.000000000
Produto de boa qualidade, atendeu minha necessidade. Otimo custo benefício!|positive|4|Casa e Construção|b2w-reviews|2018-03-19 08:30:34.000000000
Gostei da qualidade de imagem e som. Recomendo! Não tive problemas e a entrega foi rápida.|positive|5|TV e Home Theater|b2w-reviews|2018-03-17 16:57:32.000000000
Amei,como não amar né ,Apple é apple Chegou antes do prazo e bem embalado|positive|5|Informática|b2w-reviews|2018-03-04 11:38:21.000000000
foi muito útiol para mim deu para aliviar a memoria do meu cèlular|neutral|3|Câmeras e Filmadoras|b2w-reviews|2018-05-22 18:27:42.000000000
Produto original e muito bom, funcionou perfeitamente. Recomendo.|positive|5|Informática e Acessórios|b2w-reviews|2018-05-16 17:45:30.000000000
O violão é feito para iniciantes e não machuca a mão como outros e permite ue se façam acordes com mais facilidade sem precisar utilizar muita força. Sou iniciante e gostei muito|positive|5|Instrumentos Musicais|b2w-reviews|2018-03-26 15:05:05.000000000
Amei ... Excelente compra... Podem comprar ...aprovado... Veio td certinho e completo|positive|4|Beleza e Perfumaria|b2w-reviews|2018-01-01 11:13:49.000000000
Atendeu as minhas expectativas, fiquei satisfeito, pois era o que eu procurava.|neutral|3|Automotivo|b2w-reviews|2018-05-17 08:47:01.000000000
Amei usar as fraldas na minha filha. Super recomendo, pelo simples fato de ter uma absorção ótima, fácil de vestir e de tirar.|positive|5|Bebês|b2w-reviews|2018-01-24 12:40:42.000000000
Com experiência zero, montar a roda dianteira e o guidão foi desafiador. Mas consegui.  O manual recomenda procurar um profissional experiente. Bobagem. Tem uns vídeos que ensinam como é cada peça e como se monta. É só procurar.  Precisa de: chaves allen, umas chaves de boca, paciência, criatividade, pesquisas na internet e bomba para encher os pneus.|positive|5|Esporte e Lazer|b2w-reviews|2018-01-10 18:03:06.000000000
Pelo preço promocional vale que se paga! Não espere muito do produto!|negative|1|Casa e Construção|b2w-reviews|2018-04-17 21:52:29.000000000
Excelente produto alta definição nas cores,designer moderno.Obrigado|positive|4|TV e Home Theater|b2w-reviews|2018-03-30 21:42:17.000000000
não gostei do  produto, nada a ver com a foto, pouquíssimo pêlo. quase igual carpete. Por que não colocam a foto real do produto? medo de não vender? ou para enganar os clientes?|negative|1|Cama, Mesa e Banho|b2w-reviews|2018-05-23 20:28:20.000000000
Modelo do jeito que vi no anúncio,  gostei muito. Modelo e material muito bons.|positive|4|Celulares e Smartphones|b2w-reviews|2018-01-26 09:47:25.000000000
Amei a obra! Só não gostei da demora na entrega do produto pela Americanas... :/|positive|4|Livros|b2w-reviews|2018-04-12 07:07:11.000000000
Produto excelente, chegou dentro do prazo, perfeitamente embalado. Produto de ótima qualidade, tanto esteticamente quanto funcionalmente. Não precisa nem pensar para comprar. Recomendo!!|positive|5|Celulares e Smartphones|b2w-reviews|2018-03-01 07:38:47.000000000
GOSTEI DO PRODUTO, MAS ELE É MDF?? OU MDP?? EU QUERO NO MDP., MDP, MDP, MDP,|negative|2|Móveis|b2w-reviews|2018-05-18 18:44:01.000000000
"Produto excelente e, por ser um mini processador, pensei que fosse só de ""enfeite"". Me enganei. Funciona como um grande. Mixer perfeito e batedor de claras idem. Super recomendo!"|positive|5|Eletroportáteis|b2w-reviews|2018-04-07 18:45:25.000000000
O som é excelente, único detalhe desfavorável é a falta do controle de som.|positive|4|Áudio|b2w-reviews|2018-05-27 15:30:48.000000000
Um bom produto, assim como todos da Sansung, estou satisfeita|positive|4|Celulares e Smartphones|b2w-reviews|2018-05-23 12:39:47.000000000
Não gostei. Não é para crianças.  Erótico. Adulto. Lésbico. Tabu sendo quebrado a força.  Realmente as história serão ERA UMA VEZ mesmo rsrs. Mas que seria de nós se um sapo ou príncipe não tivesse encontrado sua princesa um dia?  Estaríamos aqui. ....não. ..simples assim. Opinião minha. Fiquem à vontade.|negative|1|Livros|b2w-reviews|2018-01-01 16:53:02.000000000
esse scanner funciona no Voyage G5 2011 Gostaria que me informasse ok.|neutral|3|Automotivo|b2w-reviews|2018-05-04 19:18:19.000000000
Apesar de não ter usado gostei entregue dentro prazo combinado|neutral|3|Eletrodomésticos|b2w-reviews|2018-03-05 15:16:13.000000000
Decidi compra-lo através das avaliações, e estou apaixonada!!  As lojas parceiras da Americanas são sempre mt responsáveis. Recebi a encomenda com antecedência, mt bem embalada e protegida. Móvel de montagem fácil (montei sozinha) e manual bem explicativo. Cabe mais de 30 pares de sapato, e da pra ser usado em outras mil funcoes. Familiares já querem um igual rs  Compraria mais com toda certeza, Recomendo muito!|positive|5|Móveis|b2w-reviews|2018-01-22 10:03:26.000000000
Comprei para a minha esposa, ela adorou! Boa memória e a bateria dura bastante. Entrega muito ágil também, parabéns para Americanas e para Samsung!|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-06 04:10:04.000000000
Faz sua parte, mas o carregador é muito frágil, passa impressão que vai arrebentar o fio a qualquer momento. Senão viciar a minha bateria nova está bom.|neutral|3|Informática e Acessórios|b2w-reviews|2018-05-08 09:13:06.000000000
Atendeu todas as minhas expectativas, principalmente quanto aos moto gestos. Recomendo!|positive|5|Celulares e Smartphones|b2w-reviews|2018-03-01 05:18:23.000000000
Aguardava este feedback. Tudo foi muito bom até chegar o aparelho (cujo volume estava lacrado) e notar a ausência do cabo USB e já fiz várias reclamações no site da Best Price , porém sem solução. Se puderem me ajudar neste sentido, ficarei grato.|positive|5|Celulares e Smartphones|b2w-reviews|2018-03-23 16:29:36.000000000
O produto é de boa qualidade. Só demorou muito para chegar|positive|4|Utilidades Domésticas|b2w-reviews|2018-01-11 15:09:56.000000000
Aparelho com bonito design,com boa capacidade de memória e ótimo custo benefício. Chegou em apenas 4 dias, parabéns Americanas sempre dando show nas entregas.|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-19 08:39:27.000000000
na verdade não consegui utilizar todos os recursos que essa TV possue, mas dos que até o momento usei, achei ótimo. Super recomendo|positive|4|TV e Home Theater|b2w-reviews|2018-05-18 08:25:04.000000000
O produto é muito bom e adequado para aqueles que querem um HD externo sem software algum. O problemas que tive foram na entrega, a empresa que vendeu no Marketplace (não foi a Americanas) postou rápido mas a entrega dos Correios demorou um monte, mais de 20 dias. Quanto a empresa especificamente acredito que o produto poderia ser melhor acondicionado pois o HD veio na sua embalagem e esta solta dentro de outra caixa de papelão. Sendo um produto frágil penso que tenha sido a melhor das escolhas. Além do que a caixa chegou amassada nos cantos. Felizmente o produto funcionou bem, pelo menos nos primeiros usos.|positive|4|Informática e Acessórios|b2w-reviews|2018-02-26 06:06:27.000000000
Embalagem aberta, e sem fone de ouvido, aparelho excelente|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-27 20:44:16.000000000
Visual robusto, e o rodar dele é bem silencioso. Borracha não deixa emitir ruídos para dentro da cabine. Só a data/ prazo de entrega passou. Espero que tenha sido porque era Fim de Ano.|neutral|3|Automotivo|b2w-reviews|2018-01-12 12:53:47.000000000
Comprei o fone, mesmo sem utilização apresentou defeito. os botões de ligar e volume não funcionam. Produto está sem utilidade. já solicitei meu dinheiro de volta.|negative|1|Áudio|b2w-reviews|2018-05-24 10:22:45.000000000
Já conhecia o produto, só estava com dificuldade de achar este no mercado para comprar.|positive|5|Casa e Construção|b2w-reviews|2018-03-20 15:15:54.000000000
Me expliquem como diabos eu irei avaliar uma porcaria de produto se NÃO RECEBI O MESMO! Vou entrar no Procon e vocês vão me voltar o valor que eu paguei por essa droga é muito mais! Palhacada.!|negative|1|Utilidades Domésticas|b2w-reviews|2018-03-23 16:18:12.000000000
Entrega antes do prometido , produto de uma excelente qualidade, nota 1000 para loja e produto.|positive|5|Celulares e Smartphones|b2w-reviews|2018-01-24 06:38:28.000000000
gostei muito do produto e recomendaria o mesmo a outras pessoas|positive|5|Cama, Mesa e Banho|b2w-reviews|2018-05-28 06:22:06.000000000
Gostei do tecido, do acabamento, da qualidade do produto, mas atravessa uma quantidade pouca de luminosidade. Não espere que bloquei 100% de luz. Mas um produto de boa qualidade, recomendo.|neutral|3|Cama, Mesa e Banho|b2w-reviews|2018-02-22 08:06:36.000000000
